method,solver_params,pp_params_str,N,T,c,expected_res,nᵣ,objective,res_budget_μ,mean_r,median_r,min_r,max_r,mean_u,median_u,min_u,max_u,mean_nₛ,median_nₛ,min_nₛ,max_nₛ,mean_nᵣ,median_nᵣ,min_nᵣ,max_nᵣ,mean_time,median_time,min_time,max_time,mean_bytes,median_bytes,min_bytes,max_bytes,n_iterations,rng,reuse_tree,exploration_constant,depth
mcts_vanilla_depth=7_exploration_constant=10.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x58cad1948349c15e, 0x6443606d444cebd6, 0xc32e53ffdf5a871d, 0x28235d38496559e9), :reuse_tree => true, :exploration_constant => 10.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.22,28.0,12.0,44.0,8.05,8.0,4,12,6.98,7.0,4,11,17.5,17.5,10,23,0.06658342166,0.067281198,0.055703211,0.088971306,874710.56,259216.0,161248,19629744,400,"Xoshiro(0x58cad1948349c15e, 0x6443606d444cebd6, 0xc32e53ffdf5a871d, 0x28235d38496559e9)",true,10.0,7
mcts_vanilla_depth=7_exploration_constant=10.0_n_iterations=300_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 300, :rng => Xoshiro(0xf79db2d3719c289d, 0xdc4b19036aba523c, 0x2ea5dea826950fd1, 0xcfcee907466006d6), :reuse_tree => true, :exploration_constant => 10.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.24,28.0,10.0,46.0,8.16,8.0,3,13,7.04,7.0,3,11,17.5,17.5,10,23,0.04991172914,0.0505136425,0.042221108,0.053741441,615345.2,244480.0,156448,7459408,300,"Xoshiro(0xf79db2d3719c289d, 0xdc4b19036aba523c, 0x2ea5dea826950fd1, 0xcfcee907466006d6)",true,10.0,7
mcts_vanilla_depth=7_exploration_constant=10.0_n_iterations=200_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 200, :rng => Xoshiro(0x95f36ce3081423da, 0xa76d8f2e7da1b7c1, 0xee40ddfee55dc030, 0xeb20029131e77064), :reuse_tree => true, :exploration_constant => 10.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.26,28.0,10.0,46.0,8.1,8.0,4,12,6.97,7.0,4,11,17.5,17.5,10,23,0.03355510416,0.0337619425,0.028584801,0.049660586,598941.68,240400.0,160192,7683664,200,"Xoshiro(0x95f36ce3081423da, 0xa76d8f2e7da1b7c1, 0xee40ddfee55dc030, 0xeb20029131e77064)",true,10.0,7
mcts_vanilla_depth=7_exploration_constant=10.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0xd8af9ff35333f88e, 0x5b032e019986f4df, 0x779528c8864065f4, 0xd25b255f50c61a19), :reuse_tree => true, :exploration_constant => 10.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.94,28.0,8.0,48.0,7.85,8.0,3,12,6.82,7.0,3,11,17.5,17.5,10,23,0.16918568110999999,0.171042397,0.145452739,0.180122716,905304.4,250960.0,165184,19950096,1000,"Xoshiro(0xd8af9ff35333f88e, 0x5b032e019986f4df, 0x779528c8864065f4, 0xd25b255f50c61a19)",true,10.0,7
mcts_vanilla_depth=7_exploration_constant=1.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0xc8f3c1ddafcca4a0, 0xd1e6571bbb119a7f, 0x1d6308c580eea0ef, 0xd158bdd7cab1aa37), :reuse_tree => true, :exploration_constant => 1.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.88,24.0,8.0,46.0,8.58,9.0,3,13,7.27,7.0,3,12,17.5,17.5,10,23,0.130791062,0.132013235,0.11164375,0.14636463,838407.44,237808.0,164224,19945488,800,"Xoshiro(0xc8f3c1ddafcca4a0, 0xd1e6571bbb119a7f, 0x1d6308c580eea0ef, 0xd158bdd7cab1aa37)",true,1.0,7
mcts_vanilla_depth=7_exploration_constant=1.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x88a9834a318a62f3, 0x4e68c02966ce3d14, 0xee8c854c1e48a5d1, 0x018a33e320c25ee7), :reuse_tree => true, :exploration_constant => 1.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.82,24.0,10.0,42.0,8.64,9.0,3,14,7.36,8.0,3,11,17.5,17.5,10,23,0.09663197868000001,0.097719377,0.080564481,0.119105998,834987.92,274480.0,162304,19379952,600,"Xoshiro(0x88a9834a318a62f3, 0x4e68c02966ce3d14, 0xee8c854c1e48a5d1, 0x018a33e320c25ee7)",true,1.0,7
mcts_vanilla_depth=7_exploration_constant=1.0_n_iterations=50_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 50, :rng => Xoshiro(0xbd65a614a42dba09, 0x1c56831cf6c74aee, 0x47f14237e360b5c0, 0xd58b6b801b35e4a7), :reuse_tree => true, :exploration_constant => 1.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,22.72,24.0,8.0,40.0,8.2,8.0,3,12,7.02,7.0,3,11,17.5,17.5,10,23,0.00849922408,0.008590791,0.006652101,0.009903836,450690.64,227440.0,159328,5097168,50,"Xoshiro(0xbd65a614a42dba09, 0x1c56831cf6c74aee, 0x47f14237e360b5c0, 0xd58b6b801b35e4a7)",true,1.0,7
mcts_vanilla_depth=7_exploration_constant=1.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x7c2954374338603d, 0x089bed4e00d00317, 0xbc1aa5f7de8214bc, 0x9427553537f6ac0f), :reuse_tree => true, :exploration_constant => 1.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.7,24.0,10.0,40.0,8.65,9.0,4,13,7.39,7.5,4,11,17.5,17.5,10,23,0.06521880438,0.0660088625,0.053546755,0.089090888,882884.0,234256.0,159424,19666320,400,"Xoshiro(0x7c2954374338603d, 0x089bed4e00d00317, 0xbc1aa5f7de8214bc, 0x9427553537f6ac0f)",true,1.0,7
mcts_vanilla_depth=7_exploration_constant=1.0_n_iterations=300_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 300, :rng => Xoshiro(0x3cc01732a3df8800, 0xba6752dc9bfc90c6, 0x3c5de88fe0ceac10, 0x837d85c3a8f08032), :reuse_tree => true, :exploration_constant => 1.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,25.02,24.0,8.0,40.0,8.45,8.5,4,13,7.35,7.0,3,11,17.5,17.5,10,23,0.048700503039999996,0.048855948999999996,0.04174277,0.053239543,611533.04,240352.0,161920,7529872,300,"Xoshiro(0x3cc01732a3df8800, 0xba6752dc9bfc90c6, 0x3c5de88fe0ceac10, 0x837d85c3a8f08032)",true,1.0,7
mcts_vanilla_depth=7_exploration_constant=1.0_n_iterations=200_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 200, :rng => Xoshiro(0x6d499b9ea2e98b04, 0x9d8ac28525e25b25, 0xe04c5850f0af6252, 0x3aae7412b88872f8), :reuse_tree => true, :exploration_constant => 1.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.84,24.0,8.0,46.0,8.61,9.0,3,13,7.42,7.5,3,11,17.5,17.5,10,23,0.03458157607,0.034059549499999994,0.028891209,0.051759177,608830.64,249088.0,160288,7429264,200,"Xoshiro(0x6d499b9ea2e98b04, 0x9d8ac28525e25b25, 0xe04c5850f0af6252, 0x3aae7412b88872f8)",true,1.0,7
mcts_vanilla_depth=7_exploration_constant=1.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x37958691b4829807, 0x47798fbfb8491d62, 0xa98ba80063494504, 0x76ca019145203726), :reuse_tree => true, :exploration_constant => 1.0, :depth => 7)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.72,24.0,10.0,44.0,8.76,9.0,3,14,7.53,8.0,3,12,17.5,17.5,10,23,0.16180397884,0.16270447999999998,0.141527607,0.176769965,920165.2,256144.0,165088,19574160,1000,"Xoshiro(0x37958691b4829807, 0x47798fbfb8491d62, 0xa98ba80063494504, 0x76ca019145203726)",true,1.0,7
mcts_vanilla_depth=6_exploration_constant=9.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x9fe6ec22dcb8f3fd, 0x9824d5f9e0938287, 0xeed5960dc9641427, 0x3377ba4df511ed99), :reuse_tree => true, :exploration_constant => 9.0, :depth => 6)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.5,29.0,10.0,48.0,7.93,8.0,3,13,6.93,7.0,3,11,17.5,17.5,10,23,0.12802646194,0.1273852425,0.107315412,0.175718288,836702.48,254224.0,162784,19385520,800,"Xoshiro(0x9fe6ec22dcb8f3fd, 0x9824d5f9e0938287, 0xeed5960dc9641427, 0x3377ba4df511ed99)",true,9.0,6
mcts_vanilla_depth=6_exploration_constant=9.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0xf24d41661e9b3092, 0x4345ad907e501064, 0x9bfc24c4ea54ced2, 0x3b0b60bf7beb5856), :reuse_tree => true, :exploration_constant => 9.0, :depth => 6)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.76,30.0,10.0,46.0,7.84,8.0,3,12,6.79,7.0,3,10,17.5,17.5,10,23,0.09620741891000001,0.09492085049999999,0.081875926,0.134658017,809717.84,249760.0,161824,19985136,600,"Xoshiro(0xf24d41661e9b3092, 0x4345ad907e501064, 0x9bfc24c4ea54ced2, 0x3b0b60bf7beb5856)",true,9.0,6
mcts_vanilla_depth=6_exploration_constant=9.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x7364a8395e6b3c67, 0x548e17035276a69d, 0x6f0de70fa44abbe4, 0xd2b6df2aa462303c), :reuse_tree => true, :exploration_constant => 9.0, :depth => 6)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.56,28.0,10.0,44.0,8.08,8.0,3,12,6.97,7.0,3,11,17.5,17.5,10,23,0.06513550181000001,0.0632803355,0.054897369,0.114118358,867798.56,237184.0,157120,19349424,400,"Xoshiro(0x7364a8395e6b3c67, 0x548e17035276a69d, 0x6f0de70fa44abbe4, 0xd2b6df2aa462303c)",true,9.0,6
